,película,año,imdb,metascore,votos,n_imdb
528,Eight Crazy Nights,2002,5.3,23,24209,53.0
529,Below,2002,6.1,55,23512,61.0
530,Dark Blue,2002,6.6,57,23329,66.0
531,Feardotcom,2002,3.4,16,22271,34.0
532,Like Mike,2002,5.3,47,21901,53.0
533,Uzak,2002,7.5,84,21821,75.0
534,Return to Never Land,2002,5.8,49,21512,58.0
535,Big Trouble,2002,6.4,47,21326,64.0
536,Russkiy kovcheg,2002,7.2,87,21314,72.0
537,Fijación,2002,5.1,29,20846,51.0
538,Ballistic: Ecks vs. Sever,2002,3.7,19,20768,37.0
539,Divinos secretos,2002,6.1,48,20591,61.0
540,Darkness,2002,5.4,15,20068,54.0
541,Gerry,2002,6.0,54,19386,60.0
542,À la folie... pas du tout,2002,7.1,63,19346,71.0
543,Serving Sara,2002,5.3,18,18299,53.0
544,Roger Dodger,2002,6.9,75,17770,69.0
545,The Emperor's Club,2002,6.9,49,17587,69.0
546,Swept Away,2002,3.6,18,17425,36.0
547,Laurel Canyon,2002,6.4,61,17252,64.0
548,Dôruzu,2002,7.5,71,17093,75.0
549,The Banger Sisters,2002,5.7,48,17079,57.0
550,Half Past Dead,2002,4.6,23,16412,46.0
551,Sorority Boys,2002,5.4,25,16058,54.0
552,Sweet Sixteen,2002,7.4,86,15531,74.0
553,Welcome to Collinwood,2002,6.3,61,15403,63.0
554,The Guru,2002,5.4,47,15402,54.0
555,All About the Benjamins,2002,5.8,34,15284,58.0
556,Los lunes al sol,2002,7.5,64,15061,75.0
557,The Wild Thornberrys Movie,2002,5.6,69,15058,56.0
558,Slackers,2002,5.3,12,15048,53.0
559,Clockstoppers,2002,5.2,40,14850,52.0
560,Amen.,2002,7.2,57,14685,72.0
561,Ararat,2002,6.3,62,14673,63.0
562,Auto Focus,2002,6.6,66,14549,66.0
563,Moonlight Mile,2002,6.6,59,14476,66.0
564,El crimen del padre Amaro,2002,6.7,60,14234,67.0
565,The Dangerous Lives of Altar Boys,2002,6.9,69,14025,69.0
566,Hellraiser: Hellseeker,2002,4.9,46,13890,49.0
567,Paid in Full,2002,7.0,49,13631,70.0
568,Possession,2002,6.3,52,13574,63.0
569,Stealing Harvard,2002,5.1,25,13502,51.0
570,They,2002,4.8,31,13424,48.0
571,Nicholas Nickleby,2002,7.1,71,13083,71.0
572,Spellbound,2002,7.6,80,12383,76.0
573,Lost in La Mancha,2002,7.3,75,11890,73.0
574,People I Know,2002,5.4,53,11636,54.0
575,Ritânâ,2002,6.4,36,11462,64.0
576,Dahmer,2002,5.6,63,11435,56.0
577,All or Nothing,2002,7.5,72,11240,75.0
578,Full Frontal,2002,4.7,45,11214,47.0
579,The Lord of the Rings: The Return of the King,2003,9.0,94,1910481,90.0
580,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,63,1169855,81.0
581,Kill Bill: Vol. 1,2003,8.2,69,1154922,82.0
582,Finding Nemo,2003,8.2,90,1080110,82.0
583,The Matrix Reloaded,2003,7.2,62,614284,72.0
584,Oldeuboi,2003,8.4,77,607118,84.0
585,X2,2003,7.4,68,565093,74.0
586,The Matrix Revolutions,2003,6.7,47,530328,67.0
587,Love Actually,2003,7.6,55,505837,76.0
588,Lost in Translation,2003,7.7,91,472377,77.0
589,Mystic River,2003,7.9,84,471952,79.0
590,The Last Samurai,2003,7.8,55,457125,78.0
591,El gran pez,2003,8.0,58,450857,80.0
592,Bruce Almighty,2003,6.8,46,420654,68.0
593,Terminator 3: La rebelión de las máquinas,2003,6.3,66,411213,63.0
594,The Italian Job,2003,7.0,68,380461,70.0
595,School of Rock,2003,7.2,82,319688,72.0
596,Elf,2003,7.1,64,289161,71.0
597,2 Fast 2 Furious,2003,5.9,38,288659,59.0
598,Underworld,2003,7.0,42,279130,70.0
599,Hulk,2003,5.6,54,274370,56.0
600,Dos policías rebeldes 2,2003,6.6,38,260724,66.0
601,Identity,2003,7.3,64,259733,73.0
602,How to Lose a Guy in 10 Days,2003,6.4,45,256033,64.0
603,21 Grams,2003,7.6,70,242306,76.0
604,Old School,2003,7.0,54,238877,70.0
605,Master and Commander: The Far Side of the World,2003,7.5,81,231024,75.0
606,Daredevil,2003,5.3,42,225493,53.0
607,Anger Management,2003,6.2,52,223182,62.0
608,American Wedding,2003,6.3,43,213044,63.0
609,Salinui chueok,2003,8.1,82,201314,81.0
610,The League of Extraordinary Gentlemen,2003,5.8,30,181005,58.0
611,Final Destination 2,2003,6.2,38,175757,62.0
612,Johnny English,2003,6.2,51,169296,62.0
613,Once Upon a Time in Mexico,2003,6.3,56,166934,63.0
614,Monster,2003,7.3,74,157539,73.0
615,Dogville,2003,8.0,61,154543,80.0
616,Scary Movie 3,2003,5.5,49,153577,55.0
617,Cold Mountain,2003,7.2,73,153083,72.0
618,S.W.A.T.,2003,6.0,45,151806,60.0
619,Good Bye Lenin!,2003,7.7,68,150110,77.0
620,Bad Santa,2003,7.1,70,149449,71.0
621,The Texas Chainsaw Massacre,2003,6.2,38,148233,62.0
622,Freaky Friday,2003,6.3,70,147136,63.0
623,Lara Croft: Tomb Raider - The Cradle of Life,2003,5.5,43,142425,55.0
624,The Recruit,2003,6.6,56,139928,66.0
625,Matchstick Men,2003,7.3,61,135248,73.0
626,Charlie's Angels: Full Throttle,2003,4.9,48,131082,49.0
627,The Dreamers,2003,7.1,63,127405,71.0
628,Tears of the Sun,2003,6.6,48,127389,66.0
629,Wrong Turn,2003,6.1,32,127170,61.0
630,Something's Gotta Give,2003,6.7,66,126181,67.0
631,The Life of David Gale,2003,7.5,31,123782,75.0
632,Freddy vs. Jason,2003,5.7,37,123779,57.0
633,Brother Bear,2003,6.8,48,118566,68.0
634,Gothika,2003,5.8,38,116699,58.0
635,Paycheck,2003,6.3,43,111467,63.0
636,The Rundown,2003,6.6,59,111010,66.0
637,Shanghai Knights,2003,6.2,58,110414,62.0
638,Cheaper by the Dozen,2003,5.9,46,106358,59.0
639,The Core,2003,5.5,48,105206,55.0
640,Tribunal en fuga,2003,7.1,61,101963,71.0
641,El amor cuesta caro,2003,6.3,71,100233,63.0
642,Holes,2003,7.0,71,95930,70.0
643,Elephant,2003,7.1,70,95064,71.0
644,Dreamcatcher,2003,5.5,35,94911,55.0
645,Thirteen,2003,6.8,70,94278,68.0
646,The Room,2003,3.6,9,92882,36.0
647,House of 1000 Corpses,2003,6.0,31,90304,60.0
648,Mona Lisa Smile,2003,6.5,45,86888,65.0
649,El Gato,2003,4.0,19,85940,40.0
650,Bom yeoreum gaeul gyeoul geurigo bom,2003,8.0,85,85267,80.0
651,Girl with a Pearl Earring,2003,6.9,72,80942,69.0
652,Peter Pan,2003,6.8,64,78035,68.0
653,Ong-Bak,2003,7.1,69,76901,71.0
654,Open Range,2003,7.4,67,76288,74.0
655,Seabiscuit,2003,7.3,72,75570,73.0
656,Haute tension,2003,6.7,42,75494,67.0
657,Just Married,2003,5.5,28,73036,55.0
658,Kal Ho Naa Ho,2003,7.9,54,72603,79.0
659,The Station Agent,2003,7.6,81,72142,76.0
660,Daddy Day Care,2003,5.6,39,72027,56.0
661,Jeux d'enfants,2003,7.5,45,71614,75.0
662,House of Sand and Fog,2003,7.5,71,70867,75.0
663,"Legally Blonde 2: Red, White & Blonde",2003,4.8,47,70600,48.0
664,Jeepers Creepers 2,2003,5.6,36,68628,56.0
665,Coffee and Cigarettes,2003,7.0,65,66043,70.0
666,"Janghwa, Hongryeon",2003,7.1,65,65828,71.0
667,What a Girl Wants,2003,5.8,41,65152,58.0
668,Basic,2003,6.4,34,64980,64.0
669,Timeline,2003,5.6,29,64836,56.0
670,Spy Kids 3: Game Over,2003,4.3,57,63829,43.0
671,Out of Time,2003,6.5,63,63594,65.0
672,Secondhand Lions,2003,7.5,52,59879,75.0
673,Duplex,2003,5.9,50,59638,59.0
674,Sinbad: Legend of the Seven Seas,2003,6.7,48,57613,67.0
675,Les triplettes de Belleville,2003,7.7,91,56081,77.0
676,Under the Tuscan Sun,2003,6.7,52,55860,67.0
677,Open Water,2003,5.8,63,55610,58.0
678,Stuck on You,2003,5.8,62,54494,58.0
679,The Haunted Mansion,2003,5.1,34,53239,51.0
680,National Security,2003,5.6,31,52907,56.0
681,Bulletproof Monk,2003,5.4,40,51503,54.0
682,American Splendor,2003,7.4,90,51176,74.0
683,Zatôichi,2003,7.5,75,50775,75.0
684,Gigli,2003,2.6,18,50116,26.0
685,The Hunted,2003,6.0,40,49860,60.0
686,11:14,2003,7.1,65,49166,71.0
687,A Man Apart,2003,6.0,36,48770,60.0
688,Swimming Pool,2003,6.7,70,47534,67.0
689,Honey,2003,5.3,37,46734,53.0
690,Vozvrashchenie,2003,7.9,82,46616,79.0
691,Cradle 2 the Grave,2003,5.8,36,46002,58.0
692,Tôkyô goddofâzâzu,2003,7.8,74,43848,78.0
693,Down with Love,2003,6.3,52,43430,63.0
694,The Medallion,2003,5.2,38,43080,52.0
695,Radio,2003,6.9,38,42763,69.0
696,Dumb and Dumberer: When Harry Met Lloyd,2003,3.4,19,41526,34.0
697,The Lizzie McGuire Movie,2003,5.5,56,41183,55.0
698,Uptown Girls,2003,6.1,33,41022,61.0
699,Ondskan,2003,7.7,61,40502,77.0
700,Looney Tunes: Back in Action,2003,5.8,64,39392,58.0
701,Hollywood Homicide,2003,5.3,47,38585,53.0
702,Bringing Down the House,2003,5.6,39,38507,56.0
703,House of the Dead,2003,2.1,15,38138,21.0
704,The Missing,2003,6.5,55,37477,65.0
705,Touching the Void,2003,8.0,82,37292,80.0
706,Shattered Glass,2003,7.1,73,36782,71.0
707,Agent Cody Banks,2003,5.1,41,36233,51.0
708,The Cooler,2003,6.9,69,35032,69.0
709,Confidence,2003,6.6,59,35001,66.0
710,Kangaroo Jack,2003,4.5,16,32971,45.0
711,Darkness Falls,2003,4.9,23,32839,49.0
712,Anything Else,2003,6.3,43,32096,63.0
713,The Human Stain,2003,6.2,57,31751,62.0
714,My Boss's Daughter,2003,4.7,15,30276,47.0
715,Les invasions barbares,2003,7.5,70,29752,75.0
716,A Mighty Wind,2003,7.2,81,28970,72.0
717,Beyond Borders,2003,6.4,32,28787,64.0
718,View from the Top,2003,5.3,27,28058,53.0
719,Ned Kelly,2003,6.4,56,27685,64.0
720,Calendar Girls,2003,6.9,60,27467,69.0
721,From Justin to Kelly,2003,1.9,14,26896,19.0
722,Capturing the Friedmans,2003,7.7,90,26542,77.0
723,Kontroll,2003,7.6,72,26523,76.0
724,In the Cut,2003,5.4,47,25663,54.0
725,My Life Without Me,2003,7.4,57,25573,74.0
726,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,8.1,87,24561,81.0
727,Cold Creek Manor,2003,5.0,37,24078,50.0
728,The United States of Leland,2003,7.0,37,23912,70.0
729,De grønne slagtere,2003,7.2,54,23586,72.0
730,Wonderland,2003,6.5,43,22902,65.0
731,La meglio gioventù,2003,8.5,89,22719,85.0
732,Pieces of April,2003,7.0,70,21729,70.0
733,The Corporation,2003,8.0,73,21576,80.0
734,Veronica Guerin,2003,6.8,55,21378,68.0
735,Saints and Soldiers,2003,6.7,56,21141,67.0
736,Carandiru,2003,7.5,71,21054,75.0
737,Code 46,2003,6.1,57,20908,61.0
738,Head of State,2003,5.5,44,20834,55.0
739,Malibu's Most Wanted,2003,5.2,43,20447,52.0
740,Willard,2003,6.1,61,20114,61.0
741,Chakushin ari,2003,6.2,54,18871,62.0
742,The Order,2003,5.1,21,18249,51.0
743,Latter Days,2003,7.1,45,18241,71.0
744,A Guy Thing,2003,5.6,27,17932,56.0
745,The In-Laws,2003,5.7,46,17630,57.0
746,The Jungle Book 2,2003,5.3,38,17368,53.0
747,Gods and Generals,2003,6.2,30,16907,62.0
748,Party Monster,2003,6.2,36,16829,62.0
749,Intermission,2003,6.8,64,16266,68.0
750,The Brown Bunny,2003,4.9,51,16198,49.0
751,Luther,2003,6.6,47,15773,66.0
752,Io non ho paura,2003,7.4,73,15374,74.0
753,Dickie Roberts: Former Child Star,2003,5.5,36,15232,55.0
754,Azumi,2003,6.8,49,15021,68.0
755,Politiki kouzina,2003,7.5,48,14622,75.0
756,Undead,2003,5.4,34,14613,54.0
757,Young Adam,2003,6.4,67,14439,64.0
758,Owning Mahowny,2003,7.0,70,13894,70.0
759,Biker Boyz,2003,4.6,36,13869,46.0
760,Alex & Emma,2003,5.5,32,13753,55.0
761,Grind,2003,5.9,30,13082,59.0
762,Shade,2003,6.3,40,13019,63.0
763,Gokudô kyôfu dai-gekijô: Gozu,2003,6.9,58,12501,69.0
764,Le divorce,2003,4.9,51,11870,49.0
765,The Shape of Things,2003,6.6,59,11747,66.0
766,La finestra di fronte,2003,7.2,55,11480,72.0
767,Monsieur Ibrahim et les fleurs du Coran,2003,7.3,69,11415,73.0
768,Ruang rak noi nid mahasan,2003,7.5,73,11411,75.0
769,Eternal Sunshine of the Spotless Mind,2004,8.3,89,1043171,83.0
770,Kill Bill: Vol. 2,2004,8.0,83,782361,80.0
771,The Incredibles,2004,8.0,90,775551,80.0
772,Million Dollar Baby,2004,8.1,86,705838,81.0
773,Spider-Man 2,2004,7.5,83,683707,75.0
774,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,664637,79.0
775,The Notebook,2004,7.8,53,596060,78.0
776,Shaun of the Dead,2004,7.9,76,577492,79.0
777,"I, Robot",2004,7.1,59,560250,71.0
778,Troy,2004,7.3,56,554135,73.0
779,The Butterfly Effect,2004,7.6,30,507614,76.0
780,Shrek 2,2004,7.3,75,487749,73.0
781,The Terminal,2004,7.4,55,479018,74.0
782,The Bourne Supremacy,2004,7.7,73,477230,77.0
783,The Day After Tomorrow,2004,6.5,47,464479,65.0
784,Crash,2004,7.7,66,444142,77.0
785,Saw,2004,7.6,46,441853,76.0
786,Hauru no ugoku shiro,2004,8.2,82,421494,82.0
787,Collateral,2004,7.5,71,421257,75.0
788,Chicas pesadas,2004,7.1,66,406339,71.0
789,The Machinist,2004,7.6,61,405317,76.0
790,Ocean's Twelve,2004,6.5,58,404439,65.0
791,Man on Fire,2004,7.7,47,376332,77.0
792,The Aviator,2004,7.5,77,374718,75.0
793,Como si fuera la primera vez,2004,6.8,48,370392,68.0
794,Anchorman: The Legend of Ron Burgundy,2004,7.1,63,370033,71.0
795,La caída,2004,8.2,82,365981,82.0
796,Hotel Rwanda,2004,8.1,79,364855,81.0
797,La Leyenda del Tesoro Perdido,2004,6.9,40,346043,69.0
798,Hellboy,2004,6.8,72,341300,68.0
799,Meet the Fockers,2004,6.3,41,280234,63.0
800,Before Sunset,2004,8.1,91,278049,81.0
801,Van Helsing,2004,6.0,35,277323,60.0
802,The Village,2004,6.6,44,270944,66.0
803,Dawn of the Dead,2004,7.3,59,265130,73.0
804,Pelotas en juego,2004,6.7,55,260423,67.0
805,The Passion of the Christ,2004,7.2,47,243538,72.0
806,La batalla de Riddick,2004,6.6,38,237361,66.0
807,La chica de al lado,2004,6.7,47,233074,67.0
808,Napoleon Dynamite,2004,7.0,64,230193,70.0
809,Closer,2004,7.2,65,229566,72.0
810,The Polar Express,2004,6.6,61,225170,66.0
811,Garden State,2004,7.4,67,220821,74.0
812,EuroTrip,2004,6.6,45,216664,66.0
813,A Series of Unfortunate Events,2004,6.8,62,216050,68.0
814,Finding Neverland,2004,7.7,67,209793,77.0
815,Alien vs. depredador,2004,5.6,29,207281,56.0
816,The Life Aquatic with Steve Zissou,2004,7.2,62,206047,72.0
817,Resident Evil: Apocalypse,2004,6.1,35,205881,61.0
818,13 Going on 30,2004,6.3,57,205618,63.0
819,Secret Window,2004,6.5,46,204313,65.0
820,Harold & Kumar Go to White Castle,2004,7.0,64,202256,70.0
821,Entre copas,2004,7.5,94,197525,75.0
822,Shark Tale,2004,6.0,48,192825,60.0
823,Layer Cake,2004,7.3,73,189800,73.0
824,Blade: Trinity,2004,5.8,38,184108,58.0
825,Team America: World Police,2004,7.2,64,175228,72.0
826,Alexander,2004,5.6,40,173695,56.0
827,King Arthur,2004,6.3,46,172829,63.0
828,The Punisher,2004,6.4,33,166646,64.0
829,White Chicks,2004,5.7,41,156071,57.0
830,Ray,2004,7.7,73,153720,77.0
831,Starsky & Hutch,2004,6.1,55,151921,61.0
832,The Grudge,2004,5.9,49,148521,59.0
833,Kung fu,2004,7.7,78,146417,77.0
834,Along Came Polly,2004,6.0,44,141080,60.0
835,Fahrenheit 9/11,2004,7.5,67,131237,75.0
836,The Phantom of the Opera,2004,7.2,40,127415,72.0
837,Catwoman,2004,3.4,27,123328,34.0
838,Bridget Jones: The Edge of Reason,2004,6.0,44,118688,60.0
839,Shi mian mai fu,2004,7.5,89,114780,75.0
840,The Manchurian Candidate,2004,6.6,76,114056,66.0
841,Super Size Me,2004,7.2,73,111600,72.0
842,Primer,2004,6.8,68,111196,68.0
843,The Ladykillers,2004,6.2,56,107414,62.0
844,Cellular,2004,6.5,60,103760,65.0
845,Diarios de motocicleta,2004,7.7,75,103461,77.0
846,Walking Tall,2004,6.3,44,102611,63.0
847,The SpongeBob SquarePants Movie,2004,7.1,66,98003,71.0
848,Taking Lives,2004,6.2,38,93460,62.0
849,Around the World in 80 Days,2004,5.8,49,93051,58.0
850,A Cinderella Story,2004,5.9,25,91527,59.0
851,Garfield,2004,5.0,27,91004,50.0
852,Spanglish,2004,6.4,48,87107,64.0
853,Sky Captain and the World of Tomorrow,2004,6.1,64,86505,61.0
854,The Princess Diaries 2: Royal Engagement,2004,5.8,43,85957,58.0
855,Hidalgo,2004,6.7,54,84288,67.0
856,Mar adentro,2004,8.0,74,83870,80.0
857,Un long dimanche de fiançailles,2004,7.6,76,75106,76.0
858,Mysterious Skin,2004,7.6,73,73547,76.0
859,Banlieue 13,2004,7.1,70,72584,71.0
860,Ella Enchanted,2004,6.3,53,72108,63.0
861,The Stepford Wives,2004,5.3,42,68429,53.0
862,Jersey Girl,2004,6.2,43,68363,62.0
863,The Forgotten,2004,5.8,43,67659,58.0
864,Wimbledon,2004,6.3,59,65724,63.0
865,I Heart Huckabees,2004,6.5,55,65707,65.0
866,Friday Night Lights,2004,7.2,70,65621,72.0
867,Les choristes,2004,7.8,56,65231,78.0
868,Mindhunters,2004,6.3,33,62980,63.0
869,La mala educación,2004,7.4,81,62191,74.0
870,Scooby-Doo 2: Monsters Unleashed,2004,5.2,34,62088,52.0
871,2046,2004,7.4,78,60124,74.0
872,Ladder 49,2004,6.5,47,58820,65.0
873,Wicker Park,2004,6.9,40,57801,69.0
874,The Whole Ten Yards,2004,5.5,24,57609,55.0
875,Miracle,2004,7.4,68,57135,74.0
876,Bin-jip,2004,7.9,72,56978,79.0
877,Gegen die Wand,2004,7.9,78,56294,79.0
878,Dead Man's Shoes,2004,7.6,52,56244,76.0
879,In Good Company,2004,6.5,66,56033,65.0
880,Flight of the Phoenix,2004,6.1,47,55912,61.0
881,Veer-Zaara,2004,7.8,67,55406,78.0
882,Nochnoy dozor,2004,6.4,58,54829,64.0
883,Alfie,2004,6.2,49,54231,62.0
884,Christmas with the Kranks,2004,5.4,22,53546,54.0
885,Kinsey,2004,7.1,79,50405,71.0
886,Without a Paddle,2004,5.8,29,49932,58.0
887,After the Sunset,2004,6.2,38,49006,62.0
888,Shall We Dance?,2004,6.2,47,48570,62.0
889,Saved!,2004,6.7,62,48063,67.0
890,Seed of Chucky,2004,4.9,46,48045,49.0
891,Taxi,2004,4.5,27,44036,45.0
892,The Prince & Me,2004,5.8,47,40723,58.0
893,Taegukgi hwinalrimyeo,2004,8.0,64,40559,80.0
894,Chasing Liberty,2004,6.1,46,40494,61.0
895,Innocence,2004,7.4,66,39588,74.0
896,Birth,2004,6.2,51,38257,62.0
897,Exorcist: The Beginning,2004,5.1,30,38233,51.0
898,Raising Helen,2004,6.0,38,37802,60.0
899,The Merchant of Venice,2004,7.0,63,37553,70.0
900,The Libertine,2004,6.2,44,37264,62.0
901,"María, llena eres de gracia",2004,7.4,87,35760,74.0
902,The Woodsman,2004,7.2,72,34758,72.0
903,The Final Cut,2004,6.1,43,33914,61.0
904,Anacondas: The Hunt for the Blood Orchid,2004,4.7,40,33004,47.0
905,Mean Creek,2004,7.2,74,32924,72.0
906,Melinda and Melinda,2004,6.4,54,32861,64.0
907,Spartan,2004,6.5,60,32642,65.0
908,Die fetten Jahre sind vorbei,2004,7.4,68,32139,74.0
909,Envy,2004,4.8,31,31832,48.0
910,Superbabies: Baby Geniuses 2,2004,1.5,9,31548,15.0
911,Club Dread,2004,5.6,45,31019,56.0
912,Confessions of a Teenage Drama Queen,2004,4.7,33,30536,47.0
913,Dare mo shiranai,2004,8.0,88,29895,80.0
914,Torque,2004,4.1,41,29113,41.0
915,Dirty Dancing: Havana Nights,2004,5.9,39,29007,59.0
916,Win a Date with Tad Hamilton!,2004,5.6,52,28939,56.0
917,Raise Your Voice,2004,5.8,33,28526,58.0
918,You Got Served,2004,3.8,37,28372,38.0
919,A Love Song for Bobby Long,2004,7.1,48,26815,71.0
920,Vera Drake,2004,7.6,83,26331,76.0
921,Surviving Christmas,2004,5.4,19,26193,54.0
922,Godsend,2004,4.8,24,26170,48.0
923,Millones,2004,6.8,74,26091,68.0
924,The Assassination of Richard Nixon,2004,6.9,63,25981,69.0
925,The Perfect Score,2004,5.7,35,25885,57.0
926,First Daughter,2004,5.1,31,25721,51.0
927,Vacas Vaqueras,2004,5.4,50,24866,54.0
928,New York Minute,2004,4.9,33,24446,49.0
929,Laws of Attraction,2004,5.8,38,24114,58.0
930,Soul Plane,2004,4.5,33,23933,45.0
931,Pusher II,2004,7.3,78,23902,73.0
932,9 Songs,2004,4.7,43,23438,47.0
933,Vanity Fair,2004,6.2,53,23217,62.0
934,Twisted,2004,5.3,26,22674,53.0
935,Dear Frankie,2004,7.7,63,22244,77.0
936,The Alamo,2004,6.0,47,21805,60.0
937,Black Friday,2004,8.4,76,21604,84.0
938,Bride & Prejudice,2004,6.2,55,21389,62.0
939,My Summer of Love,2004,6.7,82,21331,67.0
940,Sam gang 2,2004,6.9,66,20496,69.0
941,It's All Gone Pete Tong,2004,7.2,56,20434,72.0
942,Suspect Zero,2004,5.8,37,20408,58.0
943,Lakposhtha parvaz mikonand,2004,8.0,85,20331,80.0
944,Metallica: Some Kind of Monster,2004,7.5,74,19946,75.0
945,Little Black Book,2004,5.3,36,18700,53.0
946,The Big Bounce,2004,4.9,42,18612,49.0
947,Appurushîdo,2004,6.9,40,18378,69.0
948,Suchîmubôi,2004,6.8,66,18339,68.0
949,Born Into Brothels: Calcutta's Red Light Kids,2004,7.2,78,17719,72.0
950,Sleepover,2004,5.3,33,17551,53.0
951,D.E.B.S.,2004,5.4,42,17036,54.0
952,Napola - Elite für den Führer,2004,7.4,65,16728,74.0
953,The Door in the Floor,2004,6.6,67,16013,66.0
954,Inside I'm Dancing,2004,7.7,59,15743,77.0
955,Batman Begins,2005,8.2,70,1528543,82.0
956,V de venganza,2005,8.2,62,1151263,82.0
957,Star Wars. Episodio III: La venganza de los sith,2005,7.6,68,821005,76.0
958,Sin City,2005,8.0,74,783023,80.0
959,Harry Potter and the Goblet of Fire,2005,7.7,81,655587,77.0
960,Mr. & Mrs. Smith,2005,6.5,55,519431,65.0
961,Charlie and the Chocolate Factory,2005,6.7,72,504109,67.0
962,War of the Worlds,2005,6.5,73,463996,65.0
963,Virgen a los 40,2005,7.1,73,454325,71.0
964,King Kong,2005,7.2,81,436963,72.0
965,Madagascar,2005,6.9,57,422814,69.0
966,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,414216,69.0
967,Brokeback Mountain,2005,7.7,87,371487,77.0
968,Wedding Crashers,2005,7.0,64,367696,70.0
969,Constantine,2005,7.0,50,362157,70.0
970,Fantastic Four,2005,5.7,40,338236,57.0
971,El Señor de la guerra,2005,7.6,62,329093,76.0
972,Hitch,2005,6.6,58,327835,66.0
973,The Island,2005,6.8,50,322738,68.0
974,Orgullo y prejuicio,2005,7.8,82,314943,78.0
975,Serenity,2005,7.8,74,301800,78.0
976,Kingdom of Heaven,2005,7.2,63,300321,72.0
977,Corpse Bride,2005,7.3,83,287604,73.0
978,Saw II,2005,6.6,40,263622,66.0
979,Walk the Line,2005,7.8,72,259645,78.0
980,A History of Violence,2005,7.4,82,246888,74.0
981,The Descent,2005,7.2,71,236946,72.0
982,Munich,2005,7.5,74,233613,75.0
983,Kiss Kiss Bang Bang,2005,7.5,72,233040,75.0
984,Thank You for Smoking,2005,7.5,71,226233,75.0
985,Match Point,2005,7.6,72,223819,76.0
986,Transporter 2,2005,6.3,56,210346,63.0
987,The Hitchhiker's Guide to the Galaxy,2005,6.7,63,204514,67.0
988,Jarhead,2005,7.0,58,199674,70.0
989,Cinderella Man,2005,8.0,69,193722,80.0
990,The Longest Yard,2005,6.4,48,188795,64.0
991,Hostel,2005,5.9,55,186476,59.0
992,Flightplan,2005,6.3,53,168058,63.0
993,Hard Candy,2005,7.0,58,165236,70.0
994,Coach Carter,2005,7.3,57,164450,73.0
995,Hooligans,2005,7.4,55,157507,74.0
996,Memoirs of a Geisha,2005,7.3,54,156429,73.0
997,Robots,2005,6.4,64,156371,64.0
998,Four Brothers,2005,6.8,49,152862,68.0
999,Fun with Dick and Jane,2005,6.2,47,150468,62.0
1000,The Constant Gardener,2005,7.4,82,146365,74.0
1001,The Curse of the Were-Rabbit,2005,7.5,87,141810,75.0
1002,Capote,2005,7.3,88,137651,73.0
1003,The Exorcism of Emily Rose,2005,6.7,46,135776,67.0
1004,Syriana,2005,6.9,76,132895,69.0
1005,Æon Flux,2005,5.4,36,131223,54.0
1006,Red Eye,2005,6.5,71,130406,65.0
1007,House of Wax,2005,5.5,41,130374,55.0
1008,The Brothers Grimm,2005,5.9,51,124416,59.0
1009,Solo amigos,2005,6.2,47,123428,62.0
1010,The Skeleton Key,2005,6.5,47,119823,65.0
1011,The Jacket,2005,7.1,44,117224,71.0
1012,Doom: La puerta del infierno,2005,5.2,34,116807,52.0
1013,The Amityville Horror,2005,5.9,33,115160,59.0
1014,Just Like Heaven,2005,6.7,47,114969,67.0
1015,Hostage,2005,6.5,44,112554,65.0
1016,Zathura: A Space Adventure,2005,6.2,67,111081,62.0
1017,The Interpreter,2005,6.4,62,109492,64.0
1018,Brick,2005,7.2,72,108697,72.0
1019,Unleashed,2005,7.0,58,106436,70.0
1020,The Legend of Zorro,2005,5.9,47,105503,59.0
1021,Broken Flowers,2005,7.2,79,105346,72.0
1022,The Devil's Rejects,2005,6.7,53,103690,67.0
1023,Waiting...,2005,6.7,30,102944,67.0
1024,Sahara,2005,6.0,41,101409,60.0
1025,"Good Night, and Good Luck.",2005,7.4,80,100055,74.0
1026,Revolver,2005,6.3,25,99903,63.0
1027,Land of the Dead,2005,6.2,71,99139,62.0
